ix,time,ms,rss,heapTotal,heapUsed,heapUsedGrowth,external,arrayBuffers
853,1777.835,1.3432000000000244,27963392,8978432,5017936,8282272,1401569,59878
854,1779.167,1.33199999999988,27963392,8978432,5026832,8291168,1401646,59955
855,1780.5792999999999,1.4122999999999593,27963392,8978432,5035720,8300056,1401723,60032
856,1781.9775,1.398200000000088,27963392,8978432,5044648,8308984,1401800,60109
857,1783.3263,1.348799999999983,27963392,8978432,5053552,8317888,1401877,60186
858,1784.8336,1.5072999999999865,27963392,8978432,5062456,8326792,1401954,60263
859,1790.2637,5.430100000000039,27963392,8978432,5071360,8335696,1402031,60340
860,1791.8854000000001,1.6217000000001462,27963392,8978432,5080264,8344600,1402108,60417
861,1793.262,1.3765999999998257,27963392,8978432,5089208,8353544,1402185,60494
862,1794.6163999999999,1.3543999999999414,27963392,8978432,5098104,8362440,1402262,60571
863,1796.0696,1.4532000000001517,27963392,8978432,5106984,8371320,1402339,60648
864,1797.4936,1.4239999999999782,27963392,8978432,5115800,8380136,1402416,60725
865,1798.9098,1.4161999999998898,27963392,8978432,5124656,8388992,1402493,60802
866,1800.2604000000001,1.3506000000002132,27963392,8978432,5133512,8397848,1402570,60879
867,1806.0674,5.806999999999789,27963392,8978432,5142392,8406728,1402647,60956
868,1808.2118,2.1444000000001324,27963392,8978432,5151272,8415608,1402724,61033
869,1809.9294,1.7175999999999476,27963392,8978432,5160128,8424464,1402801,61110
870,1811.5121,1.5826999999999316,27963392,8978432,5168984,8433320,1402878,61187
871,1812.9515999999999,1.4394999999999527,27963392,8978432,5177840,8442176,1402955,61264
872,1814.3554,1.4038000000000466,27967488,8978432,5186720,8451056,1403032,61341
873,1815.8301999999999,1.4747999999999593,27967488,8978432,5195648,8459984,1403109,61418
874,1817.2285000000002,1.3983000000002903,27967488,8978432,5204576,8468912,1403186,61495
875,1821.6901,4.461599999999862,27967488,8978432,5213504,8477840,1403263,61572
876,1825.0399,3.3497999999999593,27967488,8978432,5222432,8486768,1403340,61649
877,1826.3262,1.286299999999983,27967488,8978432,5231336,8495672,1403417,61726
878,1827.8617,1.5354999999999563,27967488,8978432,5240240,8504576,1403494,61803
879,1829.1558,1.2941000000000713,27967488,8978432,5249144,8513480,1403571,61880
880,1830.5295999999998,1.3737999999998465,27967488,8978432,5258048,8522384,1403648,61957
881,1831.7857,1.2561000000000604,27967488,8978432,5266976,8531312,1403725,62034
882,1833.1088,1.3231000000000677,27967488,8978432,5275880,8540216,1403802,62111
883,1834.3384,1.2296000000001186,27967488,8978432,5284784,8549120,1403879,62188
884,1840.5076,6.169199999999819,27967488,8978432,5293688,8558024,1403956,62265
885,1842.8312,2.3236000000001695,27967488,8978432,5302592,8566928,1404033,62342
886,1844.324,1.4927999999999884,27967488,8978432,5311496,8575832,1404110,62419
887,1845.4886999999999,1.1646999999998116,27967488,8978432,5320392,8584728,1404187,62496
888,1846.8809999999999,1.3922999999999774,27967488,8978432,5329320,8593656,1404264,62573
889,1848.2869,1.4059000000002015,27967488,8978432,5338272,8602608,1404341,62650
890,1850.3642,2.077299999999923,28336128,8978432,5347176,8611512,1404418,62727
891,1855.7137,5.349500000000035,27787264,8978432,5360048,8624384,1404495,62804
892,1857.5927000000001,1.8790000000001328,27787264,8978432,5368952,8633288,1404572,62881
893,1859.1736,1.5808999999999287,27787264,8978432,5377880,8642216,1404649,62958
894,1860.4198000000001,1.2462000000000444,27787264,8978432,5386784,8651120,1404726,63035
895,1861.8128000000002,1.393000000000029,27787264,8978432,5395712,8660048,1404803,63112
896,1863.1008000000002,1.288000000000011,27787264,8978432,5404632,8668968,1404880,63189
897,1864.4822,1.3813999999997577,27787264,8978432,5413808,8678144,1413149,71458
898,1865.7629,1.2807000000000244,27787264,8978432,5422760,8687096,1413226,71535
899,1867.4263999999998,1.6634999999998854,27787264,8978432,5431712,8696048,1413303,71612
900,1872.1401,4.7137000000002445,27787264,8978432,5440688,8705024,1413380,71689
901,1874.5805,2.440399999999954,27787264,8978432,5449640,8713976,1413457,71766
902,1876.5778,1.9972999999999956,27787264,8978432,5458592,8722928,1413534,71843
903,1877.9787999999999,1.40099999999984,27791360,8978432,5467544,8731880,1413611,71920
904,1879.342,1.3632000000002336,27791360,8978432,5476480,8740816,1413688,71997
905,1880.739,1.3969999999999345,27791360,8978432,5485376,8749712,1413765,72074
906,1882.2018,1.4628000000000156,27791360,8978432,5494272,8758608,1413842,72151
907,1883.7427,1.540899999999965,27791360,8978432,5503136,8767472,1413919,72228
908,1887.3598,3.6170999999999367,27791360,8978432,5512040,8776376,1413996,72305
909,1890.5399,3.1801000000000386,27791360,8978432,5520944,8785280,1414073,72382
910,1892.0226,1.4827000000000226,27791360,8978432,5529848,8794184,1414150,72459
911,1893.3588,1.3361999999999625,27791360,8978432,5538752,8803088,1414227,72536
912,1894.6024,1.243600000000015,27791360,8978432,5547656,8811992,1414304,72613
913,1895.9325,1.3300999999999021,27791360,8978432,5556560,8820896,1414381,72690
914,1897.2637,1.3312000000000808,27791360,8978432,5565416,8829752,1414458,72767
915,1898.844,1.5803000000000793,27791360,8978432,5574272,8838608,1414535,72844
916,1900.133,1.2889999999999873,27791360,8978432,5583120,8847456,1414612,72921
917,1901.4766,1.343599999999924,27791360,8978432,5591968,8856304,1414689,72998
918,1907.5144,6.037800000000061,27791360,8978432,5600824,8865160,1414766,73075
919,1909.2406999999998,1.72629999999981,27791360,8978432,5609704,8874040,1414843,73152
920,1910.7939999999999,1.5533000000000357,27791360,8978432,5618568,8882904,1414920,73229
921,1912.1788000000001,1.3848000000002685,27791360,8978432,5627448,8891784,1414997,73306
922,1913.7107999999998,1.531999999999698,27791360,8978432,5636352,8900688,1415074,73383
923,1915.2101,1.4993000000001757,27791360,8978432,5645224,8909560,1415151,73460
924,1916.7317,1.521600000000035,27791360,8978432,5654080,8918416,1415228,73537
925,1919.9941,3.262399999999843,27791360,8978432,5662936,8927272,1415305,73614
926,1924.3184,4.324300000000221,27791360,8978432,5671792,8936128,1415382,73691
927,1925.6109000000001,1.2925000000000182,27795456,8978432,5680672,8945008,1415459,73768
928,1926.8247999999999,1.2138999999997395,27795456,8978432,5689600,8953936,1415536,73845
929,1928.2,1.3752000000001772,27795456,8978432,5698504,8962840,1415613,73922
930,1929.9279999999999,1.727999999999838,27795456,8978432,5707344,8971680,1415690,73999
931,1931.4096,1.4816000000000713,27795456,8978432,5716240,8980576,1415767,74076
932,1932.7676000000001,1.3580000000001746,27795456,8978432,5725096,8989432,1415844,74153
933,1934.1131,1.3454999999999018,27795456,8978432,5733976,8998312,1415921,74230
934,1940.1554999999998,6.042399999999816,27807744,8978432,4070664,8998312,1415998,26678
935,1941.5502000000001,1.3947000000002845,27807744,8978432,4079496,9007144,1368446,26755
936,1943.1305,1.580299999999852,27807744,8978432,4088376,9016024,1368523,26832
937,1944.9883,1.8577999999999975,27807744,8978432,4097232,9024880,1368600,26909
938,1946.3183,1.3299999999999272,27807744,8978432,4106088,9033736,1368677,26986
939,1947.9352,1.616899999999987,27807744,8978432,4114944,9042592,1368754,27063
940,1949.3057,1.3704999999999927,27807744,8978432,4123800,9051448,1368831,27140
941,1950.6318999999999,1.3261999999999716,27807744,8978432,4132656,9060304,1368908,27217
942,1953.56,2.928100000000086,27807744,8978432,4141536,9069184,1368985,27294
943,1957.6045,4.044499999999971,27807744,8978432,4150376,9078024,1369062,27371
944,1958.9904000000001,1.3859000000002197,27807744,8978432,4159232,9086880,1369139,27448
945,1960.4741,1.4836999999997715,27807744,8978432,4168136,9095784,1369216,27525
946,1961.8348999999998,1.3607999999999265,27807744,8978432,4176992,9104640,1369293,27602
947,1963.1647,1.3298000000002048,27807744,8978432,4186128,9113776,1377562,35871
948,1964.5437,1.3789999999999054,27807744,8978432,4195008,9122656,1377639,35948
949,1965.9142000000002,1.37050000000022,27807744,8978432,4203864,9131512,1377716,36025
950,1967.2471,1.3328999999998814,27807744,8978432,4212728,9140376,1377793,36102
951,1972.2465,4.999399999999923,27807744,8978432,4221584,9149232,1377870,36179
952,1974.3908999999999,2.144399999999905,27807744,8978432,4230440,9158088,1377947,36256
953,1976.1100999999999,1.7192000000000007,27811840,8978432,4239312,9166960,1378024,36333
954,1977.558,1.4479000000001179,27811840,8978432,4248216,9175864,1378101,36410
955,1978.9766,1.4185999999999694,27811840,8978432,4257064,9184712,1378178,36487
956,1980.3246,1.3479999999999563,27811840,8978432,4265920,9193568,1378255,36564
957,1981.6826999999998,1.3580999999999221,27811840,8978432,4274776,9202424,1378332,36641
958,1983.1257,1.443000000000211,27811840,8978432,4283656,9211304,1378409,36718
959,1984.425,1.2992999999999029,27811840,8978432,4292512,9220160,1378486,36795
960,1989.9787000000001,5.553700000000163,27811840,8978432,4301360,9229008,1378563,36872
961,1991.4784,1.499699999999848,27811840,8978432,4310232,9237880,1378640,36949
962,1993.0089,1.5305000000000746,27811840,8978432,4319112,9246760,1378717,37026
963,1994.358,1.3490999999999076,27811840,8978432,4327968,9255616,1378794,37103
964,1995.6502,1.2922000000000935,27811840,8978432,4336824,9264472,1378871,37180
965,1996.9929,1.3426999999999225,27811840,8978432,4345680,9273328,1378948,37257
966,1998.2745,1.2816000000000258,27811840,8978432,4354536,9282184,1379025,37334
967,1999.5271,1.2526000000000295,27811840,8978432,4363392,9291040,1379102,37411
968,2000.871,1.343900000000076,27811840,8978432,4372248,9299896,1379179,37488
969,2006.0699,5.198899999999867,27811840,8978432,4381064,9308712,1379256,37565
970,2009.1837,3.113800000000083,27811840,8978432,4389888,9317536,1379333,37642
971,2010.7673,1.583599999999933,27811840,8978432,4398712,9326360,1379410,37719
972,2012.8506,2.0833000000000084,27811840,8978432,4407536,9335184,1379487,37796
973,2014.2587,1.408100000000104,27811840,8978432,4416360,9344008,1379564,37873
974,2015.5977,1.3389999999999418,27811840,8978432,4425184,9352832,1379641,37950
975,2017.0513,1.4536000000000513,27811840,8978432,4434008,9361656,1379718,38027
976,2021.4057,4.354399999999941,27811840,8978432,4442832,9370480,1379795,38104
977,2024.7226,3.3169000000000324,27811840,8978432,4451656,9379304,1379872,38181
978,2026.676,1.9533999999998741,27811840,8978432,4460480,9388128,1379949,38258
979,2028.9783,2.3023000000000593,27811840,8978432,4469296,9396944,1380026,38335
980,2030.3101,1.3317999999999302,27811840,8978432,4478120,9405768,1380103,38412
981,2031.6233,1.3132000000000517,27811840,8978432,4486944,9414592,1380180,38489
982,2032.9257,1.3024000000000342,27815936,8978432,4495768,9423416,1380257,38566
983,2034.1495,1.223799999999983,27815936,8978432,4504616,9432264,1380334,38643
984,2039.5003,5.350799999999936,27815936,8978432,4513440,9441088,1380411,38720
985,2042.2753,2.775000000000091,27815936,8978432,4522264,9449912,1380488,38797
986,2044.2744,1.9990999999999985,27815936,8978432,4531088,9458736,1380565,38874
987,2046.058,1.7835999999999785,27815936,8978432,4539912,9467560,1380642,38951
988,2048.8498,2.7917999999999665,27815936,8978432,4548728,9476376,1380719,39028
989,2052.2703,3.4205000000001746,27815936,8978432,4557552,9485200,1380796,39105
990,2058.1618,5.8914999999997235,27815936,8978432,4566376,9494024,1380873,39182
991,2060.6724,2.5106000000000677,27815936,8978432,4575200,9502848,1380950,39259
992,2062.1164,1.44399999999996,27815936,8978432,4584024,9511672,1381027,39336
993,2063.5862,1.4698000000003049,27815936,8978432,4592840,9520488,1381104,39413
994,2064.9412,1.3550000000000182,27815936,8978432,4601680,9529328,1381181,39490
995,2066.3527,1.4114999999997053,27815936,8978432,4610504,9538152,1381258,39567
996,2067.8065,1.4538000000002285,27815936,8978432,4619328,9546976,1381335,39644
997,2073.3338,5.527299999999741,27815936,8978432,4628432,9556080,1389604,47913
998,2074.9548,1.6210000000000946,27815936,8978432,4637256,9564904,1389681,47990
999,2076.5778,1.6230000000000473,27815936,8978432,4646104,9573752,1389758,48067
1000,2077.8735,1.2957000000001244,27815936,8978432,4654888,9582536,1389835,48144
1001,2079.2234,1.3498999999997068,27815936,8978432,4663720,9591368,1389912,48221
1002,2080.6654,1.4420000000000073,27815936,8978432,4672552,9600200,1389989,48298
1003,2081.992,1.326600000000326,27815936,8978432,4681384,9609032,1390066,48375
1004,2083.4142,1.4221999999999753,27815936,8978432,4690224,9617872,1390143,48452
1005,2085.0825,1.6682999999998174,27815936,8978432,4699056,9626704,1390220,48529
1006,2089.5782,4.4956999999999425,27815936,8978432,4707888,9635536,1390297,48606
1007,2091.4577,1.8795000000000073,27815936,8978432,4716720,9644368,1390374,48683
1008,2093.6179,2.160200000000259,27815936,8978432,4725552,9653200,1390451,48760
1009,2095.1647,1.546799999999621,27815936,8978432,4734376,9662024,1390528,48837
1010,2096.5953,1.4306000000001404,27820032,8978432,4743200,9670848,1390605,48914
1011,2098.1094,1.5140999999998712,27820032,8978432,4752080,9679728,1390682,48991
1012,2100.3053,2.195900000000165,27820032,8978432,4760960,9688608,1390759,49068
1013,2102.3101,2.0048000000001593,27820032,8978432,4769832,9697480,1390836,49145
1014,2108.032,5.721900000000005,27820032,8978432,4778712,9706360,1390913,49222
1015,2109.6823,1.6502999999997883,27820032,8978432,4787576,9715224,1390990,49299
1016,2110.9741,1.2917999999999665,27820032,8978432,4796488,9724136,1391067,49376
1017,2112.7566,1.7825000000002547,27820032,8978432,4805400,9733048,1391144,49453
1018,2114.4256,1.668999999999869,27820032,8978432,4814336,9741984,1391221,49530
1019,2116.2263,1.8006999999997788,27820032,8978432,4823240,9750888,1391298,49607
1020,2117.5813,1.3550000000000182,27820032,8978432,4832152,9759800,1391375,49684
1021,2122.0109,4.4296000000003914,27820032,8978432,4841024,9768672,1391452,49761
1022,2123.834,1.823099999999613,27820032,8978432,4849936,9777584,1391529,49838
1023,2125.9317,2.097700000000259,28250112,8978432,4858832,9786480,1391606,49915
1024,2128.2058,2.2741000000000895,27910144,8978432,4871736,9799384,1391683,49992
1025,2129.5847,1.3788999999997031,27910144,8978432,4880648,9808296,1391760,50069
1026,2130.8373,1.2526000000002568,27910144,8978432,4889536,9817184,1391837,50146
1027,2132.2933,1.4559999999996762,27910144,8978432,4898424,9826072,1391914,50223
1028,2133.5091,1.2158000000003995,27910144,8978432,4907288,9834936,1391991,50300
1029,2135.295,1.785899999999856,27910144,8978432,4916152,9843800,1392068,50377
1030,2140.1548,4.859799999999723,27910144,8978432,4925000,9852648,1392145,50454
1031,2141.6231,1.4682999999999993,27910144,8978432,4933856,9861504,1392222,50531
1032,2143.0301,1.4070000000001528,27910144,8978432,4942720,9870368,1392299,50608
1033,2144.3916,1.3614999999999782,27910144,8978432,4951584,9879232,1392376,50685
1034,2145.7893,1.3976999999999862,27910144,8978432,4960448,9888096,1392453,50762
1035,2147.1068999999998,1.3175999999998567,27910144,8978432,4969312,9896960,1392530,50839
1036,2148.376,1.269100000000435,27910144,8978432,4978192,9905840,1392607,50916
1037,2149.6934,1.3173999999999069,27910144,8978432,4987040,9914688,1392684,50993
1038,2151.1584,1.4649999999996908,27910144,8978432,4995904,9923552,1392761,51070
1039,2156.1153,4.956900000000132,27910144,8978432,5004768,9932416,1392838,51147
1040,2157.5297,1.4144000000001142,27910144,8978432,5013624,9941272,1392915,51224
1041,2158.891,1.3613000000000284,27910144,8978432,5022488,9950136,1392992,51301
1042,2160.1345,1.24350000000004,27910144,8978432,5031360,9959008,1393069,51378
1043,2161.4025,1.268000000000029,27910144,8978432,5040208,9967856,1393146,51455
1044,2162.7599,1.3573999999998705,27910144,8978432,5049064,9976712,1393223,51532
1045,2164.0732,1.3132999999997992,27910144,8978432,5057928,9985576,1393300,51609
1046,2165.3245,1.2513000000003558,27910144,8978432,5066792,9994440,1393377,51686
1047,2166.9789,1.654399999999896,27914240,8978432,5075936,10003584,1401646,59955
1048,2170.4235,3.4445999999998094,27914240,8978432,5084832,10012480,1401723,60032
1049,2173.4705,3.0470000000000255,27914240,8978432,5093704,10021352,1401800,60109
1050,2175.1758,1.7053000000000793,27914240,8978432,5102576,10030224,1401877,60186
1051,2176.6246,1.4488000000001193,27914240,8978432,5111448,10039096,1401954,60263
1052,2177.9195,1.2948999999998705,27914240,8978432,5120344,10047992,1402031,60340
1053,2179.1831,1.263600000000224,27914240,8978432,5129216,10056864,1402108,60417
1054,2180.5741,1.3909999999996217,27914240,8978432,5138152,10065800,1402185,60494
1055,2181.8933,1.3192000000003645,27914240,8978432,5147024,10074672,1402262,60571
1056,2183.5195,1.6261999999996988,27914240,8978432,5155896,10083544,1402339,60648
1057,2185.8234,2.30390000000034,27914240,8978432,5164792,10092440,1402416,60725
1058,2189.418,3.5945999999999003,27914240,8978432,5173648,10101296,1402493,60802
1059,2190.9013,1.483299999999872,27914240,8978432,5182512,10110160,1402570,60879
1060,2192.3589,1.457600000000184,27914240,8978432,5191384,10119032,1402647,60956
1061,2193.5673,1.2083999999999833,27914240,8978432,5200256,10127904,1402724,61033
1062,2194.8888,1.3215000000000146,27914240,8978432,5209128,10136776,1402801,61110
1063,2196.2429,1.3541000000000167,27914240,8978432,5218000,10145648,1402878,61187
1064,2197.8444,1.60149999999976,27914240,8978432,5226872,10154520,1402955,61264
1065,2199.0549,1.2105000000001382,27914240,8978432,5235728,10163376,1403032,61341
1066,2200.4148,1.359899999999925,27914240,8978432,5244600,10172248,1403109,61418
1067,2205.6566,5.241799999999785,27914240,8978432,5253472,10181120,1403186,61495
1068,2207.4425,1.7859000000003107,27914240,8978432,5262344,10189992,1403263,61572
1069,2209.1344,1.691899999999805,27914240,8978432,5271216,10198864,1403340,61649
1070,2210.5266,1.39220000000023,27914240,8978432,5280088,10207736,1403417,61726
1071,2212.5854,2.058799999999792,27914240,8978432,5288944,10216592,1403494,61803
1072,2214.813,2.227600000000166,27914240,8978432,5297816,10225464,1403571,61880
1073,2216.2198,1.4067999999997483,27914240,8978432,5306696,10234344,1403648,61957
1074,2217.5325,1.3126999999999498,27914240,8978432,5315616,10243264,1403725,62034
1075,2221.0555,3.5230000000001382,27918336,8978432,5324488,10252136,1403802,62111
1076,2223.4894,2.433899999999994,27918336,8978432,5333408,10261056,1403879,62188
1077,2224.9136,1.424199999999928,27918336,8978432,5342328,10269976,1403956,62265
1078,2226.2542,1.340599999999995,27918336,8978432,5351248,10278896,1404033,62342
1079,2227.6657,1.41150000000016,27918336,8978432,5360168,10287816,1404110,62419
1080,2228.9872,1.3215000000000146,27918336,8978432,5369072,10296720,1404187,62496
1081,2230.5033,1.516099999999824,27918336,8978432,5377952,10305600,1404264,62573
1082,2231.7659,1.2626000000000204,27918336,8978432,5386896,10314544,1404341,62650
1083,2233.0343,1.2683999999999287,27918336,8978432,5395752,10323400,1404418,62727
1084,2234.4014,1.3671000000003914,27918336,8978432,5404680,10332328,1404495,62804
1085,2238.8638,4.462399999999889,27918336,8978432,5413600,10341248,1404572,62881
1086,2241.2225,2.3586999999997715,27922432,8978432,5422520,10350168,1404649,62958
1087,2242.6873,1.4648000000001957,27922432,8978432,5431416,10359064,1404726,63035
1088,2244.4403,1.7530000000001564,27922432,8978432,5440288,10367936,1404803,63112
1089,2245.9807,1.5403999999998632,27922432,8978432,5449160,10376808,1404880,63189
1090,2247.3507,1.3699999999998909,27922432,8978432,5458056,10385704,1404957,63266
1091,2248.7479,1.3971999999998843,27922432,8978432,5466976,10394624,1405034,63343
1092,2249.9934,1.2454999999999927,27922432,8978432,5475848,10403496,1405111,63420
1093,2251.7121,1.7187000000003536,27922432,8978432,5484720,10412368,1405188,63497
1094,2255.679,3.966899999999896,27922432,8978432,5493592,10421240,1405265,63574
1095,2257.212,1.5329999999999018,27922432,8978432,5502448,10430096,1405342,63651
1096,2258.4482,1.236199999999826,27922432,8978432,5511568,10439216,1413611,71920
1097,2259.8459,1.3976999999999862,27922432,8978432,5520464,10448112,1413688,71997
1098,2261.2254,1.3795000000000073,27922432,8978432,5529296,10456944,1413765,72074
1099,2262.9968,1.7714000000000851,27922432,8978432,5538168,10465816,1413842,72151
1100,2264.3294,1.332600000000184,27926528,8978432,5547040,10474688,1413919,72228
1101,2265.5606,1.231199999999717,27926528,8978432,5555936,10483584,1413996,72305
1102,2267.1343,1.5737000000003718,27926528,8978432,5564808,10492456,1414073,72382
1103,2269.3514999999998,2.2171999999995933,27926528,8978432,5573680,10501328,1414150,72459
1104,2273.2192,3.867700000000241,27926528,8978432,5582592,10510240,1414227,72536
1105,2275.0141,1.7948999999998705,27926528,8978432,5591464,10519112,1414304,72613
1106,2276.3549,1.3407999999999447,27926528,8978432,5600336,10527984,1414381,72690
1107,2277.8239,1.469000000000051,27926528,8978432,5609208,10536856,1414458,72767
1108,2279.4519,1.6280000000001564,27926528,8978432,5618080,10545728,1414535,72844
1109,2280.8623,1.410399999999754,27926528,8978432,5626952,10554600,1414612,72921
1110,2282.243,1.3807000000001608,27926528,8978432,5635824,10563472,1414689,72998
1111,2283.6814,1.4384000000000015,27926528,8978432,5644688,10572336,1414766,73075
1112,2286.1739,2.4924999999998363,27926528,8978432,5653560,10581208,1414843,73152
1113,2289.5338,3.35990000000038,27926528,8978432,5662432,10590080,1414920,73229
1114,2291.1677,1.6338999999998123,27926528,8978432,5671336,10598984,1414997,73306
1115,2292.8948,1.727100000000064,27926528,8978432,5680208,10607856,1415074,73383
1116,2295.6172,2.722400000000107,27926528,8978432,5689080,10616728,1415151,73460
1117,2297.2123,1.5951000000000022,27926528,8978432,5697952,10625600,1415228,73537
1118,2298.9714,1.759099999999762,27926528,8978432,5706824,10634472,1415305,73614
1119,2300.7268,1.7554000000000087,27926528,8978432,5715696,10643344,1415382,73691
1120,2304.8691,4.1422999999999774,27926528,8978432,5724568,10652216,1415459,73768
1121,2307.2503,2.3812000000002627,27926528,8978432,5733440,10661088,1415536,73845
1122,2308.9663,1.7159999999998945,27926528,8978432,5742312,10669960,1415613,73922
1123,2310.6131,1.6467999999999847,27926528,8978432,5751184,10678832,1415690,73999
1124,2311.9857,1.3726000000001477,27926528,8978432,5760080,10687728,1415767,74076
1125,2313.2556,1.2698999999997795,27926528,8978432,5768952,10696600,1415844,74153
1126,2315.2566,2.0010000000002037,27926528,8978432,5777824,10705472,1415921,74230
1127,2316.8795,1.622899999999845,27930624,8978432,4138656,10705472,1368446,26755
1128,2318.8206,1.9411000000000058,27934720,8978432,4147464,10714280,1368523,26832
1129,2323.1103,4.2896999999998116,27934720,8978432,4156384,10723200,1368600,26909
1130,2324.2295,1.1192000000000917,27934720,8978432,4165304,10732120,1368677,26986
1131,2325.6983,1.4688000000001011,27934720,8978432,4174224,10741040,1368754,27063
1132,2328.0662,2.3679000000001906,28262400,8978432,4183144,10749960,1368831,27140
1133,2329.4951,1.428899999999885,28344320,8978432,4192064,10758880,1368908,27217
1134,2331.1844,1.689300000000003,28041216,8978432,4204736,10771552,1368985,27294
1135,2332.3939,1.2094999999999345,28041216,8978432,4213536,10780352,1369062,27371
1136,2333.7151,1.3211999999998625,28041216,8978432,4222312,10789128,1369139,27448
1137,2336.0981,2.3830000000002656,28041216,8978432,4231088,10797904,1369216,27525
1138,2339.9308,3.8326999999999316,28045312,8978432,4239888,10806704,1369293,27602
1139,2341.9326,2.001800000000003,28045312,8978432,4248688,10815504,1369370,27679
1140,2343.5384,1.6057999999998174,28045312,8978432,4257464,10824280,1369447,27756
1141,2344.7543,1.215900000000147,28045312,8978432,4266240,10833056,1369524,27833
1142,2345.9491,1.1947999999997592,28045312,8978432,4275016,10841832,1369601,27910
1143,2347.4049999999997,1.4558999999999287,28045312,8978432,4283792,10850608,1369678,27987
1144,2348.8242,1.4192000000002736,28045312,8978432,4292840,10859656,1377947,36256
1145,2350.2161,1.3919000000000779,28045312,8978432,4301616,10868432,1378024,36333
1146,2352.1648,1.948699999999917,28045312,8978432,4310392,10877208,1378101,36410
1147,2356.5608,4.3960000000001855,28045312,8978432,4319168,10885984,1378178,36487
1148,2358.6549999999997,2.094199999999546,28045312,8978432,4327944,10894760,1378255,36564
1149,2360.0648,1.4098000000003594,28045312,8978432,4336736,10903552,1378332,36641
1150,2361.2943,1.2294999999999163,28045312,8978432,4345512,10912328,1378409,36718
1151,2362.5744,1.2800999999999476,28045312,8978432,4354288,10921104,1378486,36795
1152,2364.5341,1.9596999999998843,28045312,8978432,4363064,10929880,1378563,36872
1153,2365.8585,1.3243999999999687,28045312,8978432,4371840,10938656,1378640,36949
1154,2367.1032999999998,1.244799999999941,28045312,8978432,4380616,10947432,1378717,37026
1155,2371.4939,4.390600000000177,28045312,8978432,4389408,10956224,1378794,37103
1156,2374.0817,2.587800000000243,28045312,8978432,4398184,10965000,1378871,37180
1157,2375.7884,1.7066999999997279,28045312,8978432,4406960,10973776,1378948,37257
1158,2377.187,1.3985999999999876,28045312,8978432,4415736,10982552,1379025,37334
1159,2379.1226,1.9356000000002496,28045312,8978432,4424504,10991320,1379102,37411
1160,2380.4849,1.3622999999997774,28045312,8978432,4433280,11000096,1379179,37488
1161,2382.309,1.8241000000002714,28045312,8978432,4442056,11008872,1379256,37565
1162,2383.6351,1.3260999999997694,28045312,8978432,4450824,11017640,1379333,37642
1163,2385.937,2.3018999999999323,28045312,8978432,4459600,11026416,1379410,37719
1164,2389.7278,3.7908000000002176,28045312,8978432,4468368,11035184,1379487,37796
1165,2391.0542,1.3263999999999214,28045312,8978432,4477144,11043960,1379564,37873
1166,2392.3032,1.2489999999997963,28049408,8978432,4485920,11052736,1379641,37950
1167,2393.6299,1.3267000000000735,28049408,8978432,4494768,11061584,1379718,38027
1168,2395.2172,1.5873000000001412,28049408,8978432,4503592,11070408,1379795,38104
1169,2396.3817,1.1644999999998618,28049408,8978432,4512416,11079232,1379872,38181
1170,2397.6985,1.3168000000000575,28049408,8978432,4521264,11088080,1379949,38258
1171,2399.012,1.3135000000002037,28049408,8978432,4530088,11096904,1380026,38335
1172,2400.3972,1.3851999999997133,28049408,8978432,4538904,11105720,1380103,38412
1173,2404.0228,3.625600000000304,28049408,8978432,4547728,11114544,1380180,38489
1174,2407.2576,3.234799999999723,28049408,8978432,4556552,11123368,1380257,38566
1175,2408.8409,1.5833000000002357,28049408,8978432,4565376,11132192,1380334,38643
1176,2410.2269,1.3859999999999673,28049408,8978432,4574200,11141016,1380411,38720
1177,2411.7015,1.4746000000000095,28049408,8978432,4583024,11149840,1380488,38797
1178,2413.0247,1.3231999999998152,28049408,8978432,4591848,11158664,1380565,38874
1179,2414.3778,1.3531000000002678,28049408,8978432,4600672,11167488,1380642,38951
1180,2415.6608,1.2829999999999018,28049408,8978432,4609496,11176312,1380719,39028
1181,2417.1028,1.4420000000000073,28049408,8978432,4618296,11185112,1380796,39105
1182,2420.3361,3.233299999999872,28049408,8978432,4627120,11193936,1380873,39182
1183,2423.1274,2.7912999999998647,28049408,8978432,4635944,11202760,1380950,39259
1184,2424.3825,1.2551000000003114,28049408,8978432,4644808,11211624,1381027,39336
1185,2425.616,1.2334999999998217,28049408,8978432,4653632,11220448,1381104,39413
1186,2427.1526,1.5365999999999076,28049408,8978432,4662448,11229264,1381181,39490
1187,2428.3861,1.2335000000002765,28053504,8978432,4671272,11238088,1381258,39567
1188,2429.7198,1.3336999999996806,28053504,8978432,4680072,11246888,1381335,39644
1189,2430.9605,1.2407000000002881,28053504,8978432,4688848,11255664,1381412,39721
1190,2432.2571,1.2965999999996711,28053504,8978432,4697624,11264440,1381489,39798
1191,2433.5647,1.3076000000000931,28053504,8978432,4706400,11273216,1381566,39875
1192,2438.9518,5.3870999999999185,28053504,8978432,4715176,11281992,1381643,39952
1193,2440.7026,1.750800000000254,28053504,8978432,4724208,11291024,1389912,48221
1194,2442.1933,1.4906999999998334,28053504,8978432,4732984,11299800,1389989,48298
1195,2443.8478,1.6545000000000982,28053504,8978432,4741760,11308576,1390066,48375
1196,2445.2808999999997,1.4330999999997402,28053504,8978432,4750536,11317352,1390143,48452
