ix,time,ms,rss,heapTotal,heapUsed,heapUsedGrowth,external,externalGrowth,arrayBuffers,arrayBuffersGrowth
66,79.2241,0.971100000000007,25370624,8978432,4434168,586928,1365290,52,26678,8192
67,80.1888,0.9646999999999935,25370624,8978432,4442976,595736,1365290,52,26678,8192
68,81.1346,0.9458000000000055,25370624,8978432,4451936,604696,1365290,52,26678,8192
69,82.0527,0.9180999999999955,25370624,8978432,4460744,613504,1365290,52,26678,8192
70,83.0063,0.9535999999999945,25370624,8978432,4469704,622464,1365290,52,26678,8192
71,84.0635,1.0572000000000088,25370624,8978432,4478512,631272,1365290,52,26678,8192
72,85.1533,1.0897999999999968,25370624,8978432,4487472,640232,1365290,52,26678,8192
73,86.2062,1.052899999999994,25370624,8978432,4496280,649040,1365290,52,26678,8192
74,87.3636,1.1574000000000098,25370624,8978432,4505240,658000,1365290,52,26678,8192
75,88.4623,1.0986999999999938,25374720,8978432,4514048,666808,1365290,52,26678,8192
76,89.4241,0.9617999999999967,25374720,8978432,4522984,675744,1365290,52,26678,8192
77,90.6452,1.221100000000007,25374720,8978432,4531744,684504,1365290,52,26678,8192
78,91.9518,1.306600000000003,25374720,8978432,4540656,693416,1365290,52,26678,8192
79,93.2615,1.3096999999999923,25374720,8978432,4549416,702176,1365290,52,26678,8192
80,94.5471,1.2856000000000023,25374720,8978432,4558328,711088,1365290,52,26678,8192
81,95.9174,1.3703000000000003,25374720,8978432,4567088,719848,1365290,52,26678,8192
82,97.0469,1.129499999999993,25374720,8978432,4576000,728760,1365290,52,26678,8192
83,98.5954,1.5485000000000042,25374720,8978432,4584760,737520,1365290,52,26678,8192
84,99.9087,1.3132999999999981,25374720,8978432,4593672,746432,1365290,52,26678,8192
85,101.2261,1.3174000000000063,25374720,8978432,4602432,755192,1365290,52,26678,8192
86,102.2316,1.0054999999999978,25374720,8978432,4611352,764112,1365290,52,26678,8192
87,103.3107,1.0790999999999968,25374720,8978432,4620120,772880,1365290,52,26678,8192
88,104.3437,1.0330000000000013,25378816,8978432,4629096,781856,1365290,52,26678,8192
89,105.4854,1.1417000000000002,25387008,8978432,4637912,790672,1365290,52,26678,8192
90,106.4946,1.009200000000007,25395200,8978432,4646880,799640,1365290,52,26678,8192
91,107.7609,1.266300000000001,25407488,8978432,4655696,808456,1365290,52,26678,8192
92,108.8113,1.0503999999999962,25415680,8978432,4664640,817400,1365290,52,26678,8192
93,109.8376,1.026299999999992,25423872,8978432,4673432,826192,1365290,52,26678,8192
94,110.8854,1.0478000000000094,25432064,8978432,4682376,835136,1365290,52,26678,8192
95,112.0978,1.2124000000000024,25440256,8978432,4691232,843992,1365290,52,26678,8192
96,113.2229,1.125099999999989,25448448,8978432,4700208,852968,1365290,52,26678,8192
97,114.2762,1.0533000000000072,25456640,8978432,4709000,861760,1365290,52,26678,8192
98,115.4235,1.1473000000000013,25468928,8978432,4717944,870704,1365290,52,26678,8192
99,116.5737,1.1501999999999981,25481216,8978432,4726760,879520,1365290,52,26678,8192
100,117.6885,1.1148000000000025,25489408,8978432,4735752,888512,1365290,52,26678,8192
101,118.8243,1.135799999999989,25497600,8978432,4744544,897304,1365290,52,26678,8192
